Level	start_stop	Date	Time	DateTime	Day	Sunrise_dt	Sunset_dt
8.36	wait	2016-08-15	00:00:00	2016-08-15 00:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.45	wait	2016-08-15	00:06:00	2016-08-15 00:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.55	wait	2016-08-15	00:12:00	2016-08-15 00:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.64	wait	2016-08-15	00:18:00	2016-08-15 00:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.74	wait	2016-08-15	00:24:00	2016-08-15 00:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.84	wait	2016-08-15	00:30:00	2016-08-15 00:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.94	wait	2016-08-15	00:36:00	2016-08-15 00:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.03	wait	2016-08-15	00:42:00	2016-08-15 00:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.13	wait	2016-08-15	00:48:00	2016-08-15 00:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.22	wait	2016-08-15	00:54:00	2016-08-15 00:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.32	wait	2016-08-15	01:00:00	2016-08-15 01:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.41	wait	2016-08-15	01:06:00	2016-08-15 01:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.49	wait	2016-08-15	01:12:00	2016-08-15 01:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.58	wait	2016-08-15	01:18:00	2016-08-15 01:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.66	wait	2016-08-15	01:24:00	2016-08-15 01:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.73	wait	2016-08-15	01:30:00	2016-08-15 01:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.8	wait	2016-08-15	01:36:00	2016-08-15 01:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.87	wait	2016-08-15	01:42:00	2016-08-15 01:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.93	wait	2016-08-15	01:48:00	2016-08-15 01:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.98	wait	2016-08-15	01:54:00	2016-08-15 01:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.03	wait	2016-08-15	02:00:00	2016-08-15 02:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.07	wait	2016-08-15	02:06:00	2016-08-15 02:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.1	wait	2016-08-15	02:12:00	2016-08-15 02:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.12	wait	2016-08-15	02:18:00	2016-08-15 02:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.14	wait	2016-08-15	02:24:00	2016-08-15 02:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.15	wait	2016-08-15	02:30:00	2016-08-15 02:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.15	wait	2016-08-15	02:36:00	2016-08-15 02:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.14	wait	2016-08-15	02:42:00	2016-08-15 02:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.12	wait	2016-08-15	02:48:00	2016-08-15 02:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.1	wait	2016-08-15	02:54:00	2016-08-15 02:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.07	wait	2016-08-15	03:00:00	2016-08-15 03:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.02	wait	2016-08-15	03:06:00	2016-08-15 03:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.97	wait	2016-08-15	03:12:00	2016-08-15 03:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.92	wait	2016-08-15	03:18:00	2016-08-15 03:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.85	wait	2016-08-15	03:24:00	2016-08-15 03:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.77	wait	2016-08-15	03:30:00	2016-08-15 03:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.69	wait	2016-08-15	03:36:00	2016-08-15 03:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.59	wait	2016-08-15	03:42:00	2016-08-15 03:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.49	wait	2016-08-15	03:48:00	2016-08-15 03:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.38	wait	2016-08-15	03:54:00	2016-08-15 03:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.27	wait	2016-08-15	04:00:00	2016-08-15 04:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.14	wait	2016-08-15	04:06:00	2016-08-15 04:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.01	wait	2016-08-15	04:12:00	2016-08-15 04:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.87	wait	2016-08-15	04:18:00	2016-08-15 04:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.73	wait	2016-08-15	04:24:00	2016-08-15 04:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.57	wait	2016-08-15	04:30:00	2016-08-15 04:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.41	wait	2016-08-15	04:36:00	2016-08-15 04:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.25	wait	2016-08-15	04:42:00	2016-08-15 04:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.07	wait	2016-08-15	04:48:00	2016-08-15 04:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.89	wait	2016-08-15	04:54:00	2016-08-15 04:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.71	wait	2016-08-15	05:00:00	2016-08-15 05:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.52	wait	2016-08-15	05:06:00	2016-08-15 05:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.32	wait	2016-08-15	05:12:00	2016-08-15 05:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.12	wait	2016-08-15	05:18:00	2016-08-15 05:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.91	wait	2016-08-15	05:24:00	2016-08-15 05:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.7	wait	2016-08-15	05:30:00	2016-08-15 05:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.48	wait	2016-08-15	05:36:00	2016-08-15 05:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.26	wait	2016-08-15	05:42:00	2016-08-15 05:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.03	wait	2016-08-15	05:48:00	2016-08-15 05:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.8	wait	2016-08-15	05:54:00	2016-08-15 05:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.57	wait	2016-08-15	06:00:00	2016-08-15 06:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.33	wait	2016-08-15	06:06:00	2016-08-15 06:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.1	wait	2016-08-15	06:12:00	2016-08-15 06:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.86	wait	2016-08-15	06:18:00	2016-08-15 06:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.62	wait	2016-08-15	06:24:00	2016-08-15 06:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.38	wait	2016-08-15	06:30:00	2016-08-15 06:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.13	wait	2016-08-15	06:36:00	2016-08-15 06:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.89	wait	2016-08-15	06:42:00	2016-08-15 06:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.65	wait	2016-08-15	06:48:00	2016-08-15 06:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.41	wait	2016-08-15	06:54:00	2016-08-15 06:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.18	wait	2016-08-15	07:00:00	2016-08-15 07:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.94	wait	2016-08-15	07:06:00	2016-08-15 07:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.71	wait	2016-08-15	07:12:00	2016-08-15 07:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.49	wait	2016-08-15	07:18:00	2016-08-15 07:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.26	wait	2016-08-15	07:24:00	2016-08-15 07:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.05	earliest_start	2016-08-15	07:30:00	2016-08-15 07:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.84	walk	2016-08-15	07:36:00	2016-08-15 07:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.64	walk	2016-08-15	07:42:00	2016-08-15 07:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.44	walk	2016-08-15	07:48:00	2016-08-15 07:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.25	walk	2016-08-15	07:54:00	2016-08-15 07:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.08	walk	2016-08-15	08:00:00	2016-08-15 08:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.91	walk	2016-08-15	08:06:00	2016-08-15 08:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.75	walk	2016-08-15	08:12:00	2016-08-15 08:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.6	walk	2016-08-15	08:18:00	2016-08-15 08:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.46	walk	2016-08-15	08:24:00	2016-08-15 08:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.34	walk	2016-08-15	08:30:00	2016-08-15 08:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.22	walk	2016-08-15	08:36:00	2016-08-15 08:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.12	walk	2016-08-15	08:42:00	2016-08-15 08:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.03	walk	2016-08-15	08:48:00	2016-08-15 08:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.05	walk	2016-08-15	08:54:00	2016-08-15 08:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.12	walk	2016-08-15	09:00:00	2016-08-15 09:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.17	walk	2016-08-15	09:06:00	2016-08-15 09:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.22	walk	2016-08-15	09:12:00	2016-08-15 09:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.24	walk	2016-08-15	09:18:00	2016-08-15 09:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.26	walk	2016-08-15	09:24:00	2016-08-15 09:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.26	walk	2016-08-15	09:30:00	2016-08-15 09:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.26	walk	2016-08-15	09:36:00	2016-08-15 09:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.23	walk	2016-08-15	09:42:00	2016-08-15 09:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.2	walk	2016-08-15	09:48:00	2016-08-15 09:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.16	walk	2016-08-15	09:54:00	2016-08-15 09:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.1	walk	2016-08-15	10:00:00	2016-08-15 10:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
-0.03	walk	2016-08-15	10:06:00	2016-08-15 10:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.05	walk	2016-08-15	10:12:00	2016-08-15 10:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.14	walk	2016-08-15	10:18:00	2016-08-15 10:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.24	walk	2016-08-15	10:24:00	2016-08-15 10:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.35	latest_start	2016-08-15	10:30:00	2016-08-15 10:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.47	wait	2016-08-15	10:36:00	2016-08-15 10:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.6	wait	2016-08-15	10:42:00	2016-08-15 10:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.74	wait	2016-08-15	10:48:00	2016-08-15 10:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
0.89	wait	2016-08-15	10:54:00	2016-08-15 10:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.05	wait	2016-08-15	11:00:00	2016-08-15 11:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.21	wait	2016-08-15	11:06:00	2016-08-15 11:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.39	wait	2016-08-15	11:12:00	2016-08-15 11:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.57	wait	2016-08-15	11:18:00	2016-08-15 11:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.76	wait	2016-08-15	11:24:00	2016-08-15 11:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
1.95	complete_hike	2016-08-15	11:30:00	2016-08-15 11:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.15	wait	2016-08-15	11:36:00	2016-08-15 11:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.36	wait	2016-08-15	11:42:00	2016-08-15 11:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.57	wait	2016-08-15	11:48:00	2016-08-15 11:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
2.79	wait	2016-08-15	11:54:00	2016-08-15 11:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.01	wait	2016-08-15	12:00:00	2016-08-15 12:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.24	wait	2016-08-15	12:06:00	2016-08-15 12:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.47	wait	2016-08-15	12:12:00	2016-08-15 12:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.71	wait	2016-08-15	12:18:00	2016-08-15 12:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
3.94	wait	2016-08-15	12:24:00	2016-08-15 12:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.19	wait	2016-08-15	12:30:00	2016-08-15 12:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.43	wait	2016-08-15	12:36:00	2016-08-15 12:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.67	wait	2016-08-15	12:42:00	2016-08-15 12:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
4.92	wait	2016-08-15	12:48:00	2016-08-15 12:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.16	wait	2016-08-15	12:54:00	2016-08-15 12:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.41	wait	2016-08-15	13:00:00	2016-08-15 13:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.65	wait	2016-08-15	13:06:00	2016-08-15 13:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
5.89	wait	2016-08-15	13:12:00	2016-08-15 13:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.14	wait	2016-08-15	13:18:00	2016-08-15 13:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.38	wait	2016-08-15	13:24:00	2016-08-15 13:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.61	wait	2016-08-15	13:30:00	2016-08-15 13:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.85	wait	2016-08-15	13:36:00	2016-08-15 13:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.08	wait	2016-08-15	13:42:00	2016-08-15 13:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.3	wait	2016-08-15	13:48:00	2016-08-15 13:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.53	wait	2016-08-15	13:54:00	2016-08-15 13:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.74	wait	2016-08-15	14:00:00	2016-08-15 14:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.96	wait	2016-08-15	14:06:00	2016-08-15 14:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.16	wait	2016-08-15	14:12:00	2016-08-15 14:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.36	wait	2016-08-15	14:18:00	2016-08-15 14:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.55	wait	2016-08-15	14:24:00	2016-08-15 14:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.74	wait	2016-08-15	14:30:00	2016-08-15 14:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.92	wait	2016-08-15	14:36:00	2016-08-15 14:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.09	wait	2016-08-15	14:42:00	2016-08-15 14:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.26	wait	2016-08-15	14:48:00	2016-08-15 14:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.41	wait	2016-08-15	14:54:00	2016-08-15 14:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.56	wait	2016-08-15	15:00:00	2016-08-15 15:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.7	wait	2016-08-15	15:06:00	2016-08-15 15:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.84	wait	2016-08-15	15:12:00	2016-08-15 15:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.96	wait	2016-08-15	15:18:00	2016-08-15 15:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.08	wait	2016-08-15	15:24:00	2016-08-15 15:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.19	wait	2016-08-15	15:30:00	2016-08-15 15:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.29	wait	2016-08-15	15:36:00	2016-08-15 15:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.39	wait	2016-08-15	15:42:00	2016-08-15 15:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.47	wait	2016-08-15	15:48:00	2016-08-15 15:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.55	wait	2016-08-15	15:54:00	2016-08-15 15:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.62	wait	2016-08-15	16:00:00	2016-08-15 16:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.69	wait	2016-08-15	16:06:00	2016-08-15 16:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.75	wait	2016-08-15	16:12:00	2016-08-15 16:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.8	wait	2016-08-15	16:18:00	2016-08-15 16:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.84	wait	2016-08-15	16:24:00	2016-08-15 16:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.87	wait	2016-08-15	16:30:00	2016-08-15 16:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.9	wait	2016-08-15	16:36:00	2016-08-15 16:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.93	wait	2016-08-15	16:42:00	2016-08-15 16:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.94	wait	2016-08-15	16:48:00	2016-08-15 16:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.95	wait	2016-08-15	16:54:00	2016-08-15 16:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.95	wait	2016-08-15	17:00:00	2016-08-15 17:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.95	wait	2016-08-15	17:06:00	2016-08-15 17:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.94	wait	2016-08-15	17:12:00	2016-08-15 17:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.92	wait	2016-08-15	17:18:00	2016-08-15 17:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.9	wait	2016-08-15	17:24:00	2016-08-15 17:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.87	wait	2016-08-15	17:30:00	2016-08-15 17:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.83	wait	2016-08-15	17:36:00	2016-08-15 17:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.79	wait	2016-08-15	17:42:00	2016-08-15 17:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.74	wait	2016-08-15	17:48:00	2016-08-15 17:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.69	wait	2016-08-15	17:54:00	2016-08-15 17:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.63	wait	2016-08-15	18:00:00	2016-08-15 18:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.57	wait	2016-08-15	18:06:00	2016-08-15 18:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.49	wait	2016-08-15	18:12:00	2016-08-15 18:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.42	wait	2016-08-15	18:18:00	2016-08-15 18:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.33	wait	2016-08-15	18:24:00	2016-08-15 18:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.25	wait	2016-08-15	18:30:00	2016-08-15 18:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.15	wait	2016-08-15	18:36:00	2016-08-15 18:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
10.06	wait	2016-08-15	18:42:00	2016-08-15 18:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.95	wait	2016-08-15	18:48:00	2016-08-15 18:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.85	wait	2016-08-15	18:54:00	2016-08-15 18:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.74	wait	2016-08-15	19:00:00	2016-08-15 19:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.62	wait	2016-08-15	19:06:00	2016-08-15 19:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.5	wait	2016-08-15	19:12:00	2016-08-15 19:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.38	wait	2016-08-15	19:18:00	2016-08-15 19:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.26	wait	2016-08-15	19:24:00	2016-08-15 19:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.14	wait	2016-08-15	19:30:00	2016-08-15 19:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
9.01	wait	2016-08-15	19:36:00	2016-08-15 19:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.89	wait	2016-08-15	19:42:00	2016-08-15 19:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.76	wait	2016-08-15	19:48:00	2016-08-15 19:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.63	wait	2016-08-15	19:54:00	2016-08-15 19:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.51	wait	2016-08-15	20:00:00	2016-08-15 20:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.38	wait	2016-08-15	20:06:00	2016-08-15 20:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.26	wait	2016-08-15	20:12:00	2016-08-15 20:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.14	wait	2016-08-15	20:18:00	2016-08-15 20:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
8.02	wait	2016-08-15	20:24:00	2016-08-15 20:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.91	wait	2016-08-15	20:30:00	2016-08-15 20:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.8	wait	2016-08-15	20:36:00	2016-08-15 20:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.69	wait	2016-08-15	20:42:00	2016-08-15 20:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.59	wait	2016-08-15	20:48:00	2016-08-15 20:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.49	wait	2016-08-15	20:54:00	2016-08-15 20:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.4	wait	2016-08-15	21:00:00	2016-08-15 21:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.31	wait	2016-08-15	21:06:00	2016-08-15 21:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.23	wait	2016-08-15	21:12:00	2016-08-15 21:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.16	wait	2016-08-15	21:18:00	2016-08-15 21:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.09	wait	2016-08-15	21:24:00	2016-08-15 21:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
7.03	wait	2016-08-15	21:30:00	2016-08-15 21:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.97	wait	2016-08-15	21:36:00	2016-08-15 21:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.92	wait	2016-08-15	21:42:00	2016-08-15 21:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.88	wait	2016-08-15	21:48:00	2016-08-15 21:48:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.85	wait	2016-08-15	21:54:00	2016-08-15 21:54:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.82	wait	2016-08-15	22:00:00	2016-08-15 22:00:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.8	wait	2016-08-15	22:06:00	2016-08-15 22:06:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.78	wait	2016-08-15	22:12:00	2016-08-15 22:12:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.78	wait	2016-08-15	22:18:00	2016-08-15 22:18:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.78	wait	2016-08-15	22:24:00	2016-08-15 22:24:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.78	wait	2016-08-15	22:30:00	2016-08-15 22:30:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.79	wait	2016-08-15	22:36:00	2016-08-15 22:36:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
6.81	wait	2016-08-15	22:42:00	2016-08-15 22:42:00	228	2016-08-15 06:05:33	2016-08-15 20:21:09
