Level	start_stop	Date	Time	DateTime	Day
9.8	wait	2015-08-23	00:00:00	2015-08-23 00:00:00	235
9.71	wait	2015-08-23	00:06:00	2015-08-23 00:06:00	235
9.6	wait	2015-08-23	00:12:00	2015-08-23 00:12:00	235
9.5	wait	2015-08-23	00:18:00	2015-08-23 00:18:00	235
9.38	wait	2015-08-23	00:24:00	2015-08-23 00:24:00	235
9.26	wait	2015-08-23	00:30:00	2015-08-23 00:30:00	235
9.13	wait	2015-08-23	00:36:00	2015-08-23 00:36:00	235
9.0	wait	2015-08-23	00:42:00	2015-08-23 00:42:00	235
8.86	wait	2015-08-23	00:48:00	2015-08-23 00:48:00	235
8.72	wait	2015-08-23	00:54:00	2015-08-23 00:54:00	235
8.57	wait	2015-08-23	01:00:00	2015-08-23 01:00:00	235
8.41	wait	2015-08-23	01:06:00	2015-08-23 01:06:00	235
8.25	wait	2015-08-23	01:12:00	2015-08-23 01:12:00	235
8.09	wait	2015-08-23	01:18:00	2015-08-23 01:18:00	235
7.92	wait	2015-08-23	01:24:00	2015-08-23 01:24:00	235
7.75	wait	2015-08-23	01:30:00	2015-08-23 01:30:00	235
7.57	wait	2015-08-23	01:36:00	2015-08-23 01:36:00	235
7.4	wait	2015-08-23	01:42:00	2015-08-23 01:42:00	235
7.21	wait	2015-08-23	01:48:00	2015-08-23 01:48:00	235
7.03	wait	2015-08-23	01:54:00	2015-08-23 01:54:00	235
6.84	wait	2015-08-23	02:00:00	2015-08-23 02:00:00	235
6.65	wait	2015-08-23	02:06:00	2015-08-23 02:06:00	235
6.46	wait	2015-08-23	02:12:00	2015-08-23 02:12:00	235
6.27	wait	2015-08-23	02:18:00	2015-08-23 02:18:00	235
6.08	wait	2015-08-23	02:24:00	2015-08-23 02:24:00	235
5.88	wait	2015-08-23	02:30:00	2015-08-23 02:30:00	235
5.69	wait	2015-08-23	02:36:00	2015-08-23 02:36:00	235
5.49	wait	2015-08-23	02:42:00	2015-08-23 02:42:00	235
5.3	wait	2015-08-23	02:48:00	2015-08-23 02:48:00	235
5.1	wait	2015-08-23	02:54:00	2015-08-23 02:54:00	235
4.91	wait	2015-08-23	03:00:00	2015-08-23 03:00:00	235
4.71	wait	2015-08-23	03:06:00	2015-08-23 03:06:00	235
4.52	wait	2015-08-23	03:12:00	2015-08-23 03:12:00	235
4.33	wait	2015-08-23	03:18:00	2015-08-23 03:18:00	235
4.14	wait	2015-08-23	03:24:00	2015-08-23 03:24:00	235
3.96	wait	2015-08-23	03:30:00	2015-08-23 03:30:00	235
3.78	wait	2015-08-23	03:36:00	2015-08-23 03:36:00	235
3.6	wait	2015-08-23	03:42:00	2015-08-23 03:42:00	235
3.43	wait	2015-08-23	03:48:00	2015-08-23 03:48:00	235
3.26	wait	2015-08-23	03:54:00	2015-08-23 03:54:00	235
3.1	wait	2015-08-23	04:00:00	2015-08-23 04:00:00	235
2.94	wait	2015-08-23	04:06:00	2015-08-23 04:06:00	235
2.79	wait	2015-08-23	04:12:00	2015-08-23 04:12:00	235
2.64	wait	2015-08-23	04:18:00	2015-08-23 04:18:00	235
2.5	wait	2015-08-23	04:24:00	2015-08-23 04:24:00	235
2.37	wait	2015-08-23	04:30:00	2015-08-23 04:30:00	235
2.25	wait	2015-08-23	04:36:00	2015-08-23 04:36:00	235
2.14	wait	2015-08-23	04:42:00	2015-08-23 04:42:00	235
2.03	wait	2015-08-23	04:48:00	2015-08-23 04:48:00	235
1.94	wait	2015-08-23	04:54:00	2015-08-23 04:54:00	235
1.85	wait	2015-08-23	05:00:00	2015-08-23 05:00:00	235
1.77	wait	2015-08-23	05:06:00	2015-08-23 05:06:00	235
1.7	wait	2015-08-23	05:12:00	2015-08-23 05:12:00	235
1.65	wait	2015-08-23	05:18:00	2015-08-23 05:18:00	235
1.6	wait	2015-08-23	05:24:00	2015-08-23 05:24:00	235
1.56	wait	2015-08-23	05:30:00	2015-08-23 05:30:00	235
1.54	wait	2015-08-23	05:36:00	2015-08-23 05:36:00	235
1.52	earliest_start	2015-08-23	05:42:00	2015-08-23 05:42:00	235
1.51	latest_start	2015-08-23	05:48:00	2015-08-23 05:48:00	235
1.52	wait	2015-08-23	05:54:00	2015-08-23 05:54:00	235
1.53	wait	2015-08-23	06:00:00	2015-08-23 06:00:00	235
1.55	wait	2015-08-23	06:06:00	2015-08-23 06:06:00	235
1.59	wait	2015-08-23	06:12:00	2015-08-23 06:12:00	235
1.63	wait	2015-08-23	06:18:00	2015-08-23 06:18:00	235
1.68	wait	2015-08-23	06:24:00	2015-08-23 06:24:00	235
1.74	wait	2015-08-23	06:30:00	2015-08-23 06:30:00	235
1.81	wait	2015-08-23	06:36:00	2015-08-23 06:36:00	235
1.89	wait	2015-08-23	06:42:00	2015-08-23 06:42:00	235
1.97	complete_hike	2015-08-23	06:48:00	2015-08-23 06:48:00	235
2.06	wait	2015-08-23	06:54:00	2015-08-23 06:54:00	235
2.16	wait	2015-08-23	07:00:00	2015-08-23 07:00:00	235
2.27	wait	2015-08-23	07:06:00	2015-08-23 07:06:00	235
2.38	wait	2015-08-23	07:12:00	2015-08-23 07:12:00	235
2.49	wait	2015-08-23	07:18:00	2015-08-23 07:18:00	235
2.62	wait	2015-08-23	07:24:00	2015-08-23 07:24:00	235
2.74	wait	2015-08-23	07:30:00	2015-08-23 07:30:00	235
2.88	wait	2015-08-23	07:36:00	2015-08-23 07:36:00	235
3.01	wait	2015-08-23	07:42:00	2015-08-23 07:42:00	235
3.15	wait	2015-08-23	07:48:00	2015-08-23 07:48:00	235
3.3	wait	2015-08-23	07:54:00	2015-08-23 07:54:00	235
3.45	wait	2015-08-23	08:00:00	2015-08-23 08:00:00	235
3.6	wait	2015-08-23	08:06:00	2015-08-23 08:06:00	235
3.75	wait	2015-08-23	08:12:00	2015-08-23 08:12:00	235
3.91	wait	2015-08-23	08:18:00	2015-08-23 08:18:00	235
4.06	wait	2015-08-23	08:24:00	2015-08-23 08:24:00	235
4.22	wait	2015-08-23	08:30:00	2015-08-23 08:30:00	235
4.39	wait	2015-08-23	08:36:00	2015-08-23 08:36:00	235
4.55	wait	2015-08-23	08:42:00	2015-08-23 08:42:00	235
4.71	wait	2015-08-23	08:48:00	2015-08-23 08:48:00	235
4.88	wait	2015-08-23	08:54:00	2015-08-23 08:54:00	235
5.04	wait	2015-08-23	09:00:00	2015-08-23 09:00:00	235
5.21	wait	2015-08-23	09:06:00	2015-08-23 09:06:00	235
5.37	wait	2015-08-23	09:12:00	2015-08-23 09:12:00	235
5.54	wait	2015-08-23	09:18:00	2015-08-23 09:18:00	235
5.71	wait	2015-08-23	09:24:00	2015-08-23 09:24:00	235
5.87	wait	2015-08-23	09:30:00	2015-08-23 09:30:00	235
6.03	wait	2015-08-23	09:36:00	2015-08-23 09:36:00	235
6.2	wait	2015-08-23	09:42:00	2015-08-23 09:42:00	235
6.36	wait	2015-08-23	09:48:00	2015-08-23 09:48:00	235
6.51	wait	2015-08-23	09:54:00	2015-08-23 09:54:00	235
6.67	wait	2015-08-23	10:00:00	2015-08-23 10:00:00	235
6.82	wait	2015-08-23	10:06:00	2015-08-23 10:06:00	235
6.97	wait	2015-08-23	10:12:00	2015-08-23 10:12:00	235
7.12	wait	2015-08-23	10:18:00	2015-08-23 10:18:00	235
7.26	wait	2015-08-23	10:24:00	2015-08-23 10:24:00	235
7.4	wait	2015-08-23	10:30:00	2015-08-23 10:30:00	235
7.54	wait	2015-08-23	10:36:00	2015-08-23 10:36:00	235
7.67	wait	2015-08-23	10:42:00	2015-08-23 10:42:00	235
7.79	wait	2015-08-23	10:48:00	2015-08-23 10:48:00	235
7.91	wait	2015-08-23	10:54:00	2015-08-23 10:54:00	235
8.03	wait	2015-08-23	11:00:00	2015-08-23 11:00:00	235
8.14	wait	2015-08-23	11:06:00	2015-08-23 11:06:00	235
8.24	wait	2015-08-23	11:12:00	2015-08-23 11:12:00	235
8.34	wait	2015-08-23	11:18:00	2015-08-23 11:18:00	235
8.43	wait	2015-08-23	11:24:00	2015-08-23 11:24:00	235
8.51	wait	2015-08-23	11:30:00	2015-08-23 11:30:00	235
8.59	wait	2015-08-23	11:36:00	2015-08-23 11:36:00	235
8.66	wait	2015-08-23	11:42:00	2015-08-23 11:42:00	235
8.73	wait	2015-08-23	11:48:00	2015-08-23 11:48:00	235
8.79	wait	2015-08-23	11:54:00	2015-08-23 11:54:00	235
8.85	wait	2015-08-23	12:00:00	2015-08-23 12:00:00	235
8.89	wait	2015-08-23	12:06:00	2015-08-23 12:06:00	235
8.93	wait	2015-08-23	12:12:00	2015-08-23 12:12:00	235
8.97	wait	2015-08-23	12:18:00	2015-08-23 12:18:00	235
9.0	wait	2015-08-23	12:24:00	2015-08-23 12:24:00	235
9.02	wait	2015-08-23	12:30:00	2015-08-23 12:30:00	235
9.04	wait	2015-08-23	12:36:00	2015-08-23 12:36:00	235
9.06	wait	2015-08-23	12:42:00	2015-08-23 12:42:00	235
9.07	wait	2015-08-23	12:48:00	2015-08-23 12:48:00	235
9.07	wait	2015-08-23	12:54:00	2015-08-23 12:54:00	235
9.07	wait	2015-08-23	13:00:00	2015-08-23 13:00:00	235
9.07	wait	2015-08-23	13:06:00	2015-08-23 13:06:00	235
9.06	wait	2015-08-23	13:12:00	2015-08-23 13:12:00	235
9.05	wait	2015-08-23	13:18:00	2015-08-23 13:18:00	235
9.03	wait	2015-08-23	13:24:00	2015-08-23 13:24:00	235
9.01	wait	2015-08-23	13:30:00	2015-08-23 13:30:00	235
8.99	wait	2015-08-23	13:36:00	2015-08-23 13:36:00	235
8.96	wait	2015-08-23	13:42:00	2015-08-23 13:42:00	235
8.94	wait	2015-08-23	13:48:00	2015-08-23 13:48:00	235
8.91	wait	2015-08-23	13:54:00	2015-08-23 13:54:00	235
8.87	wait	2015-08-23	14:00:00	2015-08-23 14:00:00	235
8.84	wait	2015-08-23	14:06:00	2015-08-23 14:06:00	235
8.8	wait	2015-08-23	14:12:00	2015-08-23 14:12:00	235
8.76	wait	2015-08-23	14:18:00	2015-08-23 14:18:00	235
8.72	wait	2015-08-23	14:24:00	2015-08-23 14:24:00	235
8.68	wait	2015-08-23	14:30:00	2015-08-23 14:30:00	235
8.63	wait	2015-08-23	14:36:00	2015-08-23 14:36:00	235
8.59	wait	2015-08-23	14:42:00	2015-08-23 14:42:00	235
8.54	wait	2015-08-23	14:48:00	2015-08-23 14:48:00	235
8.49	wait	2015-08-23	14:54:00	2015-08-23 14:54:00	235
8.44	wait	2015-08-23	15:00:00	2015-08-23 15:00:00	235
8.39	wait	2015-08-23	15:06:00	2015-08-23 15:06:00	235
8.33	wait	2015-08-23	15:12:00	2015-08-23 15:12:00	235
8.28	wait	2015-08-23	15:18:00	2015-08-23 15:18:00	235
8.22	wait	2015-08-23	15:24:00	2015-08-23 15:24:00	235
8.17	wait	2015-08-23	15:30:00	2015-08-23 15:30:00	235
8.11	wait	2015-08-23	15:36:00	2015-08-23 15:36:00	235
8.05	wait	2015-08-23	15:42:00	2015-08-23 15:42:00	235
8.0	wait	2015-08-23	15:48:00	2015-08-23 15:48:00	235
7.94	wait	2015-08-23	15:54:00	2015-08-23 15:54:00	235
7.88	wait	2015-08-23	16:00:00	2015-08-23 16:00:00	235
7.83	wait	2015-08-23	16:06:00	2015-08-23 16:06:00	235
7.77	wait	2015-08-23	16:12:00	2015-08-23 16:12:00	235
7.71	wait	2015-08-23	16:18:00	2015-08-23 16:18:00	235
7.66	wait	2015-08-23	16:24:00	2015-08-23 16:24:00	235
7.61	wait	2015-08-23	16:30:00	2015-08-23 16:30:00	235
7.55	wait	2015-08-23	16:36:00	2015-08-23 16:36:00	235
7.51	wait	2015-08-23	16:42:00	2015-08-23 16:42:00	235
7.46	wait	2015-08-23	16:48:00	2015-08-23 16:48:00	235
7.41	wait	2015-08-23	16:54:00	2015-08-23 16:54:00	235
7.37	wait	2015-08-23	17:00:00	2015-08-23 17:00:00	235
7.33	wait	2015-08-23	17:06:00	2015-08-23 17:06:00	235
7.3	wait	2015-08-23	17:12:00	2015-08-23 17:12:00	235
7.27	wait	2015-08-23	17:18:00	2015-08-23 17:18:00	235
7.24	wait	2015-08-23	17:24:00	2015-08-23 17:24:00	235
7.22	wait	2015-08-23	17:30:00	2015-08-23 17:30:00	235
7.2	wait	2015-08-23	17:36:00	2015-08-23 17:36:00	235
7.18	wait	2015-08-23	17:42:00	2015-08-23 17:42:00	235
7.17	wait	2015-08-23	17:48:00	2015-08-23 17:48:00	235
7.16	wait	2015-08-23	17:54:00	2015-08-23 17:54:00	235
7.16	wait	2015-08-23	18:00:00	2015-08-23 18:00:00	235
7.16	wait	2015-08-23	18:06:00	2015-08-23 18:06:00	235
7.17	wait	2015-08-23	18:12:00	2015-08-23 18:12:00	235
7.18	wait	2015-08-23	18:18:00	2015-08-23 18:18:00	235
7.2	wait	2015-08-23	18:24:00	2015-08-23 18:24:00	235
7.22	wait	2015-08-23	18:30:00	2015-08-23 18:30:00	235
7.24	wait	2015-08-23	18:36:00	2015-08-23 18:36:00	235
7.27	wait	2015-08-23	18:42:00	2015-08-23 18:42:00	235
7.3	wait	2015-08-23	18:48:00	2015-08-23 18:48:00	235
7.34	wait	2015-08-23	18:54:00	2015-08-23 18:54:00	235
7.38	wait	2015-08-23	19:00:00	2015-08-23 19:00:00	235
7.42	wait	2015-08-23	19:06:00	2015-08-23 19:06:00	235
7.47	wait	2015-08-23	19:12:00	2015-08-23 19:12:00	235
7.51	wait	2015-08-23	19:18:00	2015-08-23 19:18:00	235
7.57	wait	2015-08-23	19:24:00	2015-08-23 19:24:00	235
7.62	wait	2015-08-23	19:30:00	2015-08-23 19:30:00	235
7.68	wait	2015-08-23	19:36:00	2015-08-23 19:36:00	235
7.73	wait	2015-08-23	19:42:00	2015-08-23 19:42:00	235
7.79	wait	2015-08-23	19:48:00	2015-08-23 19:48:00	235
7.86	wait	2015-08-23	19:54:00	2015-08-23 19:54:00	235
7.92	wait	2015-08-23	20:00:00	2015-08-23 20:00:00	235
7.99	wait	2015-08-23	20:06:00	2015-08-23 20:06:00	235
8.05	wait	2015-08-23	20:12:00	2015-08-23 20:12:00	235
8.12	wait	2015-08-23	20:18:00	2015-08-23 20:18:00	235
8.19	wait	2015-08-23	20:24:00	2015-08-23 20:24:00	235
8.26	wait	2015-08-23	20:30:00	2015-08-23 20:30:00	235
8.33	wait	2015-08-23	20:36:00	2015-08-23 20:36:00	235
8.4	wait	2015-08-23	20:42:00	2015-08-23 20:42:00	235
8.47	wait	2015-08-23	20:48:00	2015-08-23 20:48:00	235
8.54	wait	2015-08-23	20:54:00	2015-08-23 20:54:00	235
8.62	wait	2015-08-23	21:00:00	2015-08-23 21:00:00	235
8.69	wait	2015-08-23	21:06:00	2015-08-23 21:06:00	235
8.77	wait	2015-08-23	21:12:00	2015-08-23 21:12:00	235
8.84	wait	2015-08-23	21:18:00	2015-08-23 21:18:00	235
8.91	wait	2015-08-23	21:24:00	2015-08-23 21:24:00	235
8.99	wait	2015-08-23	21:30:00	2015-08-23 21:30:00	235
9.06	wait	2015-08-23	21:36:00	2015-08-23 21:36:00	235
9.14	wait	2015-08-23	21:42:00	2015-08-23 21:42:00	235
9.21	wait	2015-08-23	21:48:00	2015-08-23 21:48:00	235
9.28	wait	2015-08-23	21:54:00	2015-08-23 21:54:00	235
9.35	wait	2015-08-23	22:00:00	2015-08-23 22:00:00	235
9.42	wait	2015-08-23	22:06:00	2015-08-23 22:06:00	235
9.49	wait	2015-08-23	22:12:00	2015-08-23 22:12:00	235
9.55	wait	2015-08-23	22:18:00	2015-08-23 22:18:00	235
9.62	wait	2015-08-23	22:24:00	2015-08-23 22:24:00	235
9.68	wait	2015-08-23	22:30:00	2015-08-23 22:30:00	235
9.73	wait	2015-08-23	22:36:00	2015-08-23 22:36:00	235
9.79	wait	2015-08-23	22:42:00	2015-08-23 22:42:00	235
9.84	wait	2015-08-23	22:48:00	2015-08-23 22:48:00	235
9.89	wait	2015-08-23	22:54:00	2015-08-23 22:54:00	235
9.93	wait	2015-08-23	23:00:00	2015-08-23 23:00:00	235
9.97	wait	2015-08-23	23:06:00	2015-08-23 23:06:00	235
10.0	wait	2015-08-23	23:12:00	2015-08-23 23:12:00	235
10.03	wait	2015-08-23	23:18:00	2015-08-23 23:18:00	235
10.05	wait	2015-08-23	23:24:00	2015-08-23 23:24:00	235
10.07	wait	2015-08-23	23:30:00	2015-08-23 23:30:00	235
10.08	wait	2015-08-23	23:36:00	2015-08-23 23:36:00	235
10.09	wait	2015-08-23	23:42:00	2015-08-23 23:42:00	235
10.08	wait	2015-08-23	23:48:00	2015-08-23 23:48:00	235
10.07	wait	2015-08-23	23:54:00	2015-08-23 23:54:00	235
10.05	wait	2015-08-24	00:00:00	2015-08-24 00:00:00	236
10.03	wait	2015-08-24	00:06:00	2015-08-24 00:06:00	236
10.0	wait	2015-08-24	00:12:00	2015-08-24 00:12:00	236
9.96	wait	2015-08-24	00:18:00	2015-08-24 00:18:00	236
9.91	wait	2015-08-24	00:24:00	2015-08-24 00:24:00	236
9.86	wait	2015-08-24	00:30:00	2015-08-24 00:30:00	236
9.8	wait	2015-08-24	00:36:00	2015-08-24 00:36:00	236
9.73	wait	2015-08-24	00:42:00	2015-08-24 00:42:00	236
9.65	wait	2015-08-24	00:48:00	2015-08-24 00:48:00	236
9.57	wait	2015-08-24	00:54:00	2015-08-24 00:54:00	236
9.48	wait	2015-08-24	01:00:00	2015-08-24 01:00:00	236
9.38	wait	2015-08-24	01:06:00	2015-08-24 01:06:00	236
9.27	wait	2015-08-24	01:12:00	2015-08-24 01:12:00	236
9.16	wait	2015-08-24	01:18:00	2015-08-24 01:18:00	236
9.04	wait	2015-08-24	01:24:00	2015-08-24 01:24:00	236
8.92	wait	2015-08-24	01:30:00	2015-08-24 01:30:00	236
8.79	wait	2015-08-24	01:36:00	2015-08-24 01:36:00	236
8.65	wait	2015-08-24	01:42:00	2015-08-24 01:42:00	236
8.51	wait	2015-08-24	01:48:00	2015-08-24 01:48:00	236
8.37	wait	2015-08-24	01:54:00	2015-08-24 01:54:00	236
8.21	wait	2015-08-24	02:00:00	2015-08-24 02:00:00	236
8.06	wait	2015-08-24	02:06:00	2015-08-24 02:06:00	236
7.89	wait	2015-08-24	02:12:00	2015-08-24 02:12:00	236
7.73	wait	2015-08-24	02:18:00	2015-08-24 02:18:00	236
7.56	wait	2015-08-24	02:24:00	2015-08-24 02:24:00	236
7.39	wait	2015-08-24	02:30:00	2015-08-24 02:30:00	236
7.21	wait	2015-08-24	02:36:00	2015-08-24 02:36:00	236
7.03	wait	2015-08-24	02:42:00	2015-08-24 02:42:00	236
6.84	wait	2015-08-24	02:48:00	2015-08-24 02:48:00	236
6.66	wait	2015-08-24	02:54:00	2015-08-24 02:54:00	236
6.47	wait	2015-08-24	03:00:00	2015-08-24 03:00:00	236
6.27	wait	2015-08-24	03:06:00	2015-08-24 03:06:00	236
6.08	wait	2015-08-24	03:12:00	2015-08-24 03:12:00	236
5.89	wait	2015-08-24	03:18:00	2015-08-24 03:18:00	236
5.69	wait	2015-08-24	03:24:00	2015-08-24 03:24:00	236
5.49	wait	2015-08-24	03:30:00	2015-08-24 03:30:00	236
5.29	wait	2015-08-24	03:36:00	2015-08-24 03:36:00	236
5.09	wait	2015-08-24	03:42:00	2015-08-24 03:42:00	236
4.89	wait	2015-08-24	03:48:00	2015-08-24 03:48:00	236
4.69	wait	2015-08-24	03:54:00	2015-08-24 03:54:00	236
4.49	wait	2015-08-24	04:00:00	2015-08-24 04:00:00	236
4.29	wait	2015-08-24	04:06:00	2015-08-24 04:06:00	236
4.1	wait	2015-08-24	04:12:00	2015-08-24 04:12:00	236
3.9	wait	2015-08-24	04:18:00	2015-08-24 04:18:00	236
3.71	wait	2015-08-24	04:24:00	2015-08-24 04:24:00	236
3.52	wait	2015-08-24	04:30:00	2015-08-24 04:30:00	236
3.33	wait	2015-08-24	04:36:00	2015-08-24 04:36:00	236
3.15	wait	2015-08-24	04:42:00	2015-08-24 04:42:00	236
2.97	wait	2015-08-24	04:48:00	2015-08-24 04:48:00	236
2.8	wait	2015-08-24	04:54:00	2015-08-24 04:54:00	236
2.63	wait	2015-08-24	05:00:00	2015-08-24 05:00:00	236
2.47	wait	2015-08-24	05:06:00	2015-08-24 05:06:00	236
2.31	wait	2015-08-24	05:12:00	2015-08-24 05:12:00	236
2.16	wait	2015-08-24	05:18:00	2015-08-24 05:18:00	236
2.02	wait	2015-08-24	05:24:00	2015-08-24 05:24:00	236
1.89	wait	2015-08-24	05:30:00	2015-08-24 05:30:00	236
1.76	wait	2015-08-24	05:36:00	2015-08-24 05:36:00	236
1.64	earliest_start	2015-08-24	05:42:00	2015-08-24 05:42:00	236
1.54	walk	2015-08-24	05:48:00	2015-08-24 05:48:00	236
1.44	walk	2015-08-24	05:54:00	2015-08-24 05:54:00	236
1.35	walk	2015-08-24	06:00:00	2015-08-24 06:00:00	236
1.27	walk	2015-08-24	06:06:00	2015-08-24 06:06:00	236
1.2	walk	2015-08-24	06:12:00	2015-08-24 06:12:00	236
1.14	walk	2015-08-24	06:18:00	2015-08-24 06:18:00	236
1.1	walk	2015-08-24	06:24:00	2015-08-24 06:24:00	236
1.06	walk	2015-08-24	06:30:00	2015-08-24 06:30:00	236
1.03	walk	2015-08-24	06:36:00	2015-08-24 06:36:00	236
1.01	walk	2015-08-24	06:42:00	2015-08-24 06:42:00	236
1.01	walk	2015-08-24	06:48:00	2015-08-24 06:48:00	236
1.01	walk	2015-08-24	06:54:00	2015-08-24 06:54:00	236
1.03	walk	2015-08-24	07:00:00	2015-08-24 07:00:00	236
1.05	walk	2015-08-24	07:06:00	2015-08-24 07:06:00	236
1.09	latest_start	2015-08-24	07:12:00	2015-08-24 07:12:00	236
1.13	wait	2015-08-24	07:18:00	2015-08-24 07:18:00	236
1.18	wait	2015-08-24	07:24:00	2015-08-24 07:24:00	236
1.25	wait	2015-08-24	07:30:00	2015-08-24 07:30:00	236
1.32	wait	2015-08-24	07:36:00	2015-08-24 07:36:00	236
1.4	wait	2015-08-24	07:42:00	2015-08-24 07:42:00	236
1.48	wait	2015-08-24	07:48:00	2015-08-24 07:48:00	236
1.58	wait	2015-08-24	07:54:00	2015-08-24 07:54:00	236
1.68	wait	2015-08-24	08:00:00	2015-08-24 08:00:00	236
1.79	wait	2015-08-24	08:06:00	2015-08-24 08:06:00	236
1.91	complete_hike	2015-08-24	08:12:00	2015-08-24 08:12:00	236
2.03	wait	2015-08-24	08:18:00	2015-08-24 08:18:00	236
2.16	wait	2015-08-24	08:24:00	2015-08-24 08:24:00	236
2.3	wait	2015-08-24	08:30:00	2015-08-24 08:30:00	236
2.43	wait	2015-08-24	08:36:00	2015-08-24 08:36:00	236
2.58	wait	2015-08-24	08:42:00	2015-08-24 08:42:00	236
2.73	wait	2015-08-24	08:48:00	2015-08-24 08:48:00	236
2.88	wait	2015-08-24	08:54:00	2015-08-24 08:54:00	236
3.04	wait	2015-08-24	09:00:00	2015-08-24 09:00:00	236
3.2	wait	2015-08-24	09:06:00	2015-08-24 09:06:00	236
3.37	wait	2015-08-24	09:12:00	2015-08-24 09:12:00	236
3.54	wait	2015-08-24	09:18:00	2015-08-24 09:18:00	236
3.71	wait	2015-08-24	09:24:00	2015-08-24 09:24:00	236
3.88	wait	2015-08-24	09:30:00	2015-08-24 09:30:00	236
4.06	wait	2015-08-24	09:36:00	2015-08-24 09:36:00	236
4.24	wait	2015-08-24	09:42:00	2015-08-24 09:42:00	236
4.42	wait	2015-08-24	09:48:00	2015-08-24 09:48:00	236
4.6	wait	2015-08-24	09:54:00	2015-08-24 09:54:00	236
4.78	wait	2015-08-24	10:00:00	2015-08-24 10:00:00	236
4.96	wait	2015-08-24	10:06:00	2015-08-24 10:06:00	236
5.15	wait	2015-08-24	10:12:00	2015-08-24 10:12:00	236
5.33	wait	2015-08-24	10:18:00	2015-08-24 10:18:00	236
5.51	wait	2015-08-24	10:24:00	2015-08-24 10:24:00	236
5.7	wait	2015-08-24	10:30:00	2015-08-24 10:30:00	236
5.88	wait	2015-08-24	10:36:00	2015-08-24 10:36:00	236
6.06	wait	2015-08-24	10:42:00	2015-08-24 10:42:00	236
6.24	wait	2015-08-24	10:48:00	2015-08-24 10:48:00	236
6.42	wait	2015-08-24	10:54:00	2015-08-24 10:54:00	236
6.6	wait	2015-08-24	11:00:00	2015-08-24 11:00:00	236
6.77	wait	2015-08-24	11:06:00	2015-08-24 11:06:00	236
6.94	wait	2015-08-24	11:12:00	2015-08-24 11:12:00	236
7.1	wait	2015-08-24	11:18:00	2015-08-24 11:18:00	236
7.27	wait	2015-08-24	11:24:00	2015-08-24 11:24:00	236
7.42	wait	2015-08-24	11:30:00	2015-08-24 11:30:00	236
7.58	wait	2015-08-24	11:36:00	2015-08-24 11:36:00	236
7.73	wait	2015-08-24	11:42:00	2015-08-24 11:42:00	236
7.87	wait	2015-08-24	11:48:00	2015-08-24 11:48:00	236
8.01	wait	2015-08-24	11:54:00	2015-08-24 11:54:00	236
8.14	wait	2015-08-24	12:00:00	2015-08-24 12:00:00	236
8.27	wait	2015-08-24	12:06:00	2015-08-24 12:06:00	236
8.39	wait	2015-08-24	12:12:00	2015-08-24 12:12:00	236
8.51	wait	2015-08-24	12:18:00	2015-08-24 12:18:00	236
8.62	wait	2015-08-24	12:24:00	2015-08-24 12:24:00	236
8.72	wait	2015-08-24	12:30:00	2015-08-24 12:30:00	236
8.82	wait	2015-08-24	12:36:00	2015-08-24 12:36:00	236
8.91	wait	2015-08-24	12:42:00	2015-08-24 12:42:00	236
8.99	wait	2015-08-24	12:48:00	2015-08-24 12:48:00	236
9.07	wait	2015-08-24	12:54:00	2015-08-24 12:54:00	236
9.14	wait	2015-08-24	13:00:00	2015-08-24 13:00:00	236
9.21	wait	2015-08-24	13:06:00	2015-08-24 13:06:00	236
9.26	wait	2015-08-24	13:12:00	2015-08-24 13:12:00	236
9.32	wait	2015-08-24	13:18:00	2015-08-24 13:18:00	236
9.36	wait	2015-08-24	13:24:00	2015-08-24 13:24:00	236
9.41	wait	2015-08-24	13:30:00	2015-08-24 13:30:00	236
9.44	wait	2015-08-24	13:36:00	2015-08-24 13:36:00	236
9.47	wait	2015-08-24	13:42:00	2015-08-24 13:42:00	236
9.5	wait	2015-08-24	13:48:00	2015-08-24 13:48:00	236
9.52	wait	2015-08-24	13:54:00	2015-08-24 13:54:00	236
9.54	wait	2015-08-24	14:00:00	2015-08-24 14:00:00	236
9.55	wait	2015-08-24	14:06:00	2015-08-24 14:06:00	236
9.56	wait	2015-08-24	14:12:00	2015-08-24 14:12:00	236
9.56	wait	2015-08-24	14:18:00	2015-08-24 14:18:00	236
9.56	wait	2015-08-24	14:24:00	2015-08-24 14:24:00	236
9.55	wait	2015-08-24	14:30:00	2015-08-24 14:30:00	236
9.55	wait	2015-08-24	14:36:00	2015-08-24 14:36:00	236
9.53	wait	2015-08-24	14:42:00	2015-08-24 14:42:00	236
9.52	wait	2015-08-24	14:48:00	2015-08-24 14:48:00	236
9.5	wait	2015-08-24	14:54:00	2015-08-24 14:54:00	236
9.48	wait	2015-08-24	15:00:00	2015-08-24 15:00:00	236
9.45	wait	2015-08-24	15:06:00	2015-08-24 15:06:00	236
9.43	wait	2015-08-24	15:12:00	2015-08-24 15:12:00	236
9.4	wait	2015-08-24	15:18:00	2015-08-24 15:18:00	236
9.36	wait	2015-08-24	15:24:00	2015-08-24 15:24:00	236
9.33	wait	2015-08-24	15:30:00	2015-08-24 15:30:00	236
9.29	wait	2015-08-24	15:36:00	2015-08-24 15:36:00	236
9.24	wait	2015-08-24	15:42:00	2015-08-24 15:42:00	236
